"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
132	"0"	"8767"	"26141_1_157.43"	"*"	"26141_1_157"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
132	"1"	"4308"	"28099_1_148.49"	"98.51"	"28099_1_148"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"0"	"4988"	"26141_1_140.77"	"100.00"	"26141_1_140"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"1"	"3415"	"26141_1_151.54"	"96.19"	"26141_1_151"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"2"	"3414"	"26141_1_156.53"	"96.22"	"26141_1_156"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"3"	"5029"	"26141_1_159.84"	"99.26"	"26141_1_159"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"4"	"5082"	"26141_1_161.81"	"98.48"	"26141_1_161"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"5"	"5085"	"26141_1_169.79"	"98.49"	"26141_1_169"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"6"	"5009"	"26141_1_178.81"	"99.66"	"26141_1_178"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"7"	"4988"	"26141_1_195.79"	"100.00"	"26141_1_195"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"8"	"5083"	"26141_1_221.78"	"99.31"	"26141_1_221"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"9"	"5069"	"26141_1_242.82"	"98.48"	"26141_1_242"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"10"	"5112"	"26141_1_247.74"	"98.47"	"26141_1_247"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"11"	"5012"	"26141_1_254.82"	"99.60"	"26141_1_254"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"12"	"3441"	"26141_1_255.66"	"95.76"	"26141_1_255"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"13"	"5069"	"26141_1_272.74"	"98.46"	"26141_1_272"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"14"	"3449"	"26141_1_277.59"	"95.68"	"26141_1_277"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"15"	"3435"	"26141_1_278.66"	"95.87"	"26141_1_278"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"16"	"3482"	"26141_1_279.63"	"95.32"	"26141_1_279"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"17"	"3439"	"26141_1_280.64"	"95.81"	"26141_1_280"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"18"	"5031"	"28099_1_115.65"	"99.96"	"28099_1_115"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"19"	"5740"	"28099_1_116.93"	"98.64"	"28099_1_116"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"20"	"5022"	"28099_1_123.79"	"99.44"	"28099_1_123"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"21"	"8412"	"28099_1_127.68"	"*"	"28099_1_127"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"22"	"4988"	"28099_1_129.227"	"100.00"	"28099_1_129"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"23"	"5052"	"28099_1_131.63"	"99.62"	"28099_1_131"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"24"	"5034"	"28099_1_160.77"	"99.56"	"28099_1_160"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"25"	"5072"	"28099_1_169.81"	"99.11"	"28099_1_169"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"26"	"3415"	"28099_1_175.46"	"96.19"	"28099_1_175"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"27"	"5005"	"28099_1_181.82"	"99.74"	"28099_1_181"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"28"	"4988"	"28099_1_261.72"	"100.00"	"28099_1_261"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"29"	"5036"	"28099_1_266.64"	"99.94"	"28099_1_266"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"30"	"4988"	"28099_1_289.72"	"100.00"	"28099_1_289"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"31"	"4988"	"28099_1_311.80"	"100.00"	"28099_1_311"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"32"	"5028"	"28099_1_331.77"	"99.26"	"28099_1_331"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"33"	"4988"	"28099_1_341.74"	"100.00"	"28099_1_341"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"34"	"4988"	"28099_1_366.83"	"100.00"	"28099_1_366"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"35"	"5010"	"28099_1_377.82"	"99.64"	"28099_1_377"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"36"	"5047"	"28099_1_42.76"	"99.74"	"28099_1_42"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"37"	"5057"	"28099_1_66.84"	"99.82"	"28099_1_66"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"38"	"5001"	"28099_1_78.78"	"99.82"	"28099_1_78"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"39"	"5031"	"28099_1_90.206"	"99.98"	"28099_1_90"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"40"	"4988"	"28099_2_101.87"	"100.00"	"28099_2_101"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"41"	"5075"	"28099_2_113.82"	"98.48"	"28099_2_113"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"42"	"4990"	"28099_2_206.82"	"100.00"	"28099_2_206"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"43"	"5046"	"28099_2_239.87"	"99.43"	"28099_2_239"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"44"	"4988"	"28099_2_263.78"	"99.98"	"28099_2_263"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"45"	"5037"	"28099_2_60.65"	"99.92"	"28099_2_60"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"46"	"4988"	"28099_2_76.81"	"100.00"	"28099_2_76"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
133	"47"	"5700"	"28099_2_97.72"	"99.77"	"28099_2_97"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
134	"0"	"3050"	"26141_1_223.100"	"100.00"	"26141_1_223"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
134	"1"	"3050"	"26141_1_273.98"	"100.00"	"26141_1_273"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
134	"2"	"7602"	"28099_1_118.149"	"*"	"28099_1_118"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"0"	"4227"	"26141_1_152.50"	"98.72"	"26141_1_152"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"1"	"4211"	"26141_1_171.52"	"99.10"	"26141_1_171"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"2"	"4173"	"26141_1_181.53"	"100.00"	"26141_1_181"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"3"	"4116"	"26141_1_209.49"	"100.00"	"26141_1_209"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"4"	"4121"	"26141_1_258.55"	"100.00"	"26141_1_258"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"5"	"4139"	"26141_1_285.53"	"100.00"	"26141_1_285"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"6"	"4164"	"26141_1_286.55"	"100.00"	"26141_1_286"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"7"	"4109"	"28099_1_141.52"	"100.00"	"28099_1_141"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"8"	"7376"	"28099_1_163.35"	"*"	"28099_1_163"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"9"	"4130"	"28099_1_168.42"	"100.00"	"28099_1_168"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"10"	"4196"	"28099_1_187.50"	"99.45"	"28099_1_187"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"11"	"4176"	"28099_1_252.52"	"99.93"	"28099_1_252"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"12"	"4196"	"28099_1_337.46"	"99.45"	"28099_1_337"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"13"	"4196"	"28099_1_49.43"	"99.45"	"28099_1_49"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"14"	"4113"	"28099_1_85.49"	"100.00"	"28099_1_85"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"15"	"4176"	"28099_1_89.44"	"99.93"	"28099_1_89"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
135	"16"	"4173"	"28099_2_316.45"	"100.00"	"28099_2_316"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
136	"0"	"7330"	"34154_7_224.29"	"*"	"34154_7_224"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
136	"1"	"4541"	"34154_7_279.28"	"98.59"	"34154_7_279"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
136	"2"	"5928"	"34154_7_325.33"	"99.09"	"34154_7_325"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
136	"3"	"3221"	"34154_7_33.71"	"100.00"	"34154_7_33"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
136	"4"	"4429"	"34154_7_374.29"	"100.00"	"34154_7_374"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
136	"5"	"5564"	"34154_7_87.31"	"98.89"	"34154_7_87"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
137	"0"	"7270"	"28099_1_313.61"	"*"	"28099_1_313"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
138	"0"	"7116"	"28099_1_347.182"	"*"	"28099_1_347"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
139	"0"	"7024"	"34154_7_194.47"	"*"	"34154_7_194"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
140	"0"	"6857"	"28099_1_367.37"	"*"	"28099_1_367"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
141	"0"	"3055"	"26141_1_142.71"	"98.66"	"26141_1_142"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
141	"1"	"3055"	"26141_1_143.70"	"98.66"	"26141_1_143"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
141	"2"	"6838"	"34154_7_122.32"	"*"	"34154_7_122"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
142	"0"	"6757"	"26141_1_174.52"	"100.00"	"26141_1_174"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
142	"1"	"6774"	"28099_1_272.47"	"*"	"28099_1_272"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
143	"0"	"5287"	"28099_1_125.73"	"*"	"28099_1_125"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
143	"1"	"2135"	"34154_7_360.24"	"95.22"	"34154_7_360"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
144	"0"	"4029"	"28099_1_112.71"	"98.21"	"28099_1_112"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
144	"1"	"4770"	"34154_7_110.26"	"*"	"34154_7_110"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
145	"0"	"1862"	"34154_7_112.40"	"*"	"34154_7_112"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
146	"0"	"1811"	"28099_1_248.435"	"*"	"28099_1_248"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
147	"0"	"1367"	"28099_1_61.126"	"100.00"	"28099_1_61"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
147	"1"	"1810"	"28099_1_94.224"	"*"	"28099_1_94"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
148	"0"	"1565"	"34154_7_269.41"	"100.00"	"34154_7_269"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
148	"1"	"1565"	"34154_7_324.45"	"100.00"	"34154_7_324"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
148	"2"	"1717"	"34154_7_86.41"	"*"	"34154_7_86"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
