"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
174	"23"	"4988"	"28099_1_289.72"	"99.98"	"28099_1_289"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"24"	"4988"	"28099_1_311.80"	"99.98"	"28099_1_311"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"25"	"5028"	"28099_1_331.77"	"100.00"	"28099_1_331"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"26"	"4988"	"28099_1_341.74"	"99.98"	"28099_1_341"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"27"	"4988"	"28099_1_366.83"	"99.98"	"28099_1_366"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"28"	"5010"	"28099_1_377.82"	"99.98"	"28099_1_377"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"29"	"5047"	"28099_1_42.76"	"100.00"	"28099_1_42"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"30"	"5057"	"28099_1_66.84"	"99.98"	"28099_1_66"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"31"	"5001"	"28099_1_78.78"	"99.98"	"28099_1_78"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"32"	"5031"	"28099_1_90.206"	"100.00"	"28099_1_90"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"33"	"4988"	"28099_2_101.87"	"99.98"	"28099_2_101"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"34"	"5075"	"28099_2_113.82"	"99.98"	"28099_2_113"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"35"	"4990"	"28099_2_206.82"	"99.98"	"28099_2_206"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"36"	"5046"	"28099_2_239.87"	"99.98"	"28099_2_239"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"37"	"4988"	"28099_2_263.78"	"100.00"	"28099_2_263"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"38"	"5037"	"28099_2_60.65"	"99.98"	"28099_2_60"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"39"	"4988"	"28099_2_76.81"	"99.98"	"28099_2_76"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"40"	"5700"	"28099_2_97.72"	"99.56"	"28099_2_97"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
175	"0"	"4394"	"28099_1_151.42"	"97.91"	"28099_1_151"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
175	"1"	"4380"	"28099_1_297.77"	"98.06"	"28099_1_297"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
175	"2"	"5406"	"34154_7_158.46"	"*"	"34154_7_158"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
176	"0"	"5287"	"28099_1_125.73"	"*"	"28099_1_125"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"0"	"4227"	"26141_1_152.50"	"97.16"	"26141_1_152"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"1"	"4092"	"26141_1_170.55"	"97.92"	"26141_1_170"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"2"	"4211"	"26141_1_171.52"	"97.15"	"26141_1_171"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"3"	"4173"	"26141_1_181.53"	"97.12"	"26141_1_181"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"4"	"4097"	"26141_1_201.52"	"97.93"	"26141_1_201"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"5"	"4116"	"26141_1_209.49"	"97.64"	"26141_1_209"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"6"	"4121"	"26141_1_258.55"	"97.55"	"26141_1_258"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"7"	"4139"	"26141_1_285.53"	"97.37"	"26141_1_285"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"8"	"4164"	"26141_1_286.55"	"97.05"	"26141_1_286"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"9"	"4029"	"28099_1_112.71"	"98.21"	"28099_1_112"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"10"	"4109"	"28099_1_141.52"	"97.71"	"28099_1_141"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"11"	"3852"	"28099_1_145.222"	"99.95"	"28099_1_145"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"12"	"4308"	"28099_1_148.49"	"95.59"	"28099_1_148"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"13"	"4092"	"28099_1_155.46"	"97.92"	"28099_1_155"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"14"	"4092"	"28099_1_156.42"	"97.92"	"28099_1_156"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"15"	"4130"	"28099_1_168.42"	"97.48"	"28099_1_168"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"16"	"4196"	"28099_1_187.50"	"97.14"	"28099_1_187"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"17"	"4092"	"28099_1_208.40"	"97.92"	"28099_1_208"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"18"	"4115"	"28099_1_220.39"	"97.93"	"28099_1_220"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"19"	"4176"	"28099_1_252.52"	"97.13"	"28099_1_252"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"20"	"4092"	"28099_1_26.42"	"97.92"	"28099_1_26"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"21"	"4092"	"28099_1_268.48"	"97.92"	"28099_1_268"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"22"	"4092"	"28099_1_288.45"	"97.92"	"28099_1_288"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"23"	"3888"	"28099_1_30.43"	"100.00"	"28099_1_30"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"24"	"3888"	"28099_1_314.48"	"100.00"	"28099_1_314"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"25"	"3888"	"28099_1_318.51"	"100.00"	"28099_1_318"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"26"	"4090"	"28099_1_326.44"	"97.95"	"28099_1_326"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"27"	"4092"	"28099_1_327.45"	"97.92"	"28099_1_327"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"28"	"4092"	"28099_1_334.45"	"97.92"	"28099_1_334"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"29"	"4196"	"28099_1_337.46"	"97.14"	"28099_1_337"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"30"	"3874"	"28099_1_338.45"	"100.00"	"28099_1_338"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"31"	"3888"	"28099_1_378.47"	"100.00"	"28099_1_378"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"32"	"4196"	"28099_1_49.43"	"97.14"	"28099_1_49"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"33"	"3888"	"28099_1_7.50"	"100.00"	"28099_1_7"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"34"	"4113"	"28099_1_85.49"	"97.64"	"28099_1_85"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"35"	"4176"	"28099_1_89.44"	"97.13"	"28099_1_89"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"36"	"4092"	"28099_2_105.42"	"97.92"	"28099_2_105"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"37"	"3854"	"28099_2_162.60"	"99.97"	"28099_2_162"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"38"	"4173"	"28099_2_316.45"	"97.12"	"28099_2_316"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"39"	"4770"	"34154_7_110.26"	"*"	"34154_7_110"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
177	"40"	"4215"	"34154_7_123.58"	"96.18"	"34154_7_123"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
178	"0"	"3809"	"26141_1_158.61"	"98.24"	"26141_1_158"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
178	"1"	"3811"	"26141_1_293.46"	"98.22"	"26141_1_293"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
178	"2"	"3811"	"28099_1_149.42"	"98.22"	"28099_1_149"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
178	"3"	"3811"	"28099_1_217.43"	"98.22"	"28099_1_217"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
178	"4"	"3811"	"28099_2_154.45"	"98.22"	"28099_2_154"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
178	"5"	"4600"	"34154_7_10.50"	"*"	"34154_7_10"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
178	"6"	"4407"	"34154_7_102.50"	"100.00"	"34154_7_102"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
178	"7"	"4541"	"34154_7_279.28"	"97.09"	"34154_7_279"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
178	"8"	"4429"	"34154_7_374.29"	"98.17"	"34154_7_374"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
179	"0"	"4523"	"34154_7_281.33"	"*"	"34154_7_281"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
180	"0"	"3415"	"26141_1_151.54"	"96.13"	"26141_1_151"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
180	"1"	"3414"	"26141_1_156.53"	"96.13"	"26141_1_156"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
180	"2"	"4007"	"26141_1_226.92"	"*"	"26141_1_226"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
180	"3"	"3441"	"26141_1_255.66"	"95.70"	"26141_1_255"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
180	"4"	"3449"	"26141_1_277.59"	"95.56"	"26141_1_277"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
180	"5"	"3435"	"26141_1_278.66"	"95.81"	"26141_1_278"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
180	"6"	"3482"	"26141_1_279.63"	"95.23"	"26141_1_279"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
180	"7"	"3439"	"26141_1_280.64"	"95.75"	"26141_1_280"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
180	"8"	"3415"	"28099_1_175.46"	"96.13"	"28099_1_175"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
181	"0"	"3055"	"26141_1_142.71"	"98.59"	"26141_1_142"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
181	"1"	"3055"	"26141_1_143.70"	"98.59"	"26141_1_143"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
181	"2"	"3050"	"26141_1_223.100"	"100.00"	"26141_1_223"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
181	"3"	"3050"	"26141_1_273.98"	"100.00"	"26141_1_273"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
181	"4"	"3221"	"34154_7_33.71"	"*"	"34154_7_33"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
182	"0"	"2135"	"34154_7_360.24"	"*"	"34154_7_360"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
183	"0"	"1862"	"34154_7_112.40"	"*"	"34154_7_112"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
184	"0"	"1811"	"28099_1_248.435"	"*"	"28099_1_248"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
185	"0"	"1810"	"28099_1_94.224"	"*"	"28099_1_94"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
186	"0"	"1565"	"34154_7_269.41"	"100.00"	"34154_7_269"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
186	"1"	"1565"	"34154_7_324.45"	"100.00"	"34154_7_324"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
186	"2"	"1717"	"34154_7_86.41"	"*"	"34154_7_86"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
187	"0"	"1367"	"28099_1_61.126"	"*"	"28099_1_61"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
