snp-dists 0.6.2	15966_8#21	15966_8#57	15966_8#86	15966_8#87	15966_8#88	15966_8#89	15966_8#91	15966_8#93	15966_8#95	16228_1#11	16228_1#13	16228_1#14	16228_1#15	16228_1#18	16228_1#19	16228_1#2	16228_1#21	16228_1#23	16228_1#26	16228_1#28	16228_1#29	16228_1#3	16228_1#30	16228_1#31	16228_1#32	16228_1#34	16228_1#36	16228_1#38	16228_1#39	16228_1#4	16228_1#40	16228_1#47	16228_1#5	16228_1#50	16228_1#51	16228_1#52	16228_1#53	16228_1#54	16228_1#55	16228_1#56	16228_1#57	16228_1#58	16228_1#59	16228_1#6	16228_1#61	16228_1#63	16228_1#64	16228_1#65	16228_1#66	16228_1#67	16228_1#68	16228_1#69	16228_1#7	16228_1#70	16228_1#71	16228_1#72	16228_1#73	16228_1#74	16228_1#75	16228_1#76	16228_1#77	16228_1#78	16228_1#79	16228_1#8	16228_1#80	16228_1#81	16228_1#82	16228_1#83	16228_1#84	16228_1#85	16228_1#9	22036_8#82	22072_1#101	22072_1#102	22072_1#103	22072_1#104	22072_1#105	22072_1#106	22072_1#107	22072_1#108	22072_1#110	22072_1#111	22072_1#112	22072_1#113	22072_1#114	22072_1#117	22072_1#119	22072_1#120	22072_1#121	22072_1#122	22072_1#123	22072_1#124	22072_1#125	22072_1#126	22072_1#127	22072_1#128	22072_1#129	22072_1#130	22072_1#131	22072_1#132	22072_1#134	22072_1#135	22072_1#136	22072_1#137	22072_1#138	22072_1#139	22072_1#140	22072_1#142	22072_1#143	22072_1#144	22072_1#145	22072_1#146	22072_1#147	22072_1#148	22072_1#149	22072_1#150	22072_1#151	22072_1#153	22072_1#154	22072_1#155	22072_1#157	22072_1#159	22072_1#160	22072_1#161	22072_1#162	22072_1#163	22072_1#164	22072_1#165	22072_1#166	22072_1#167	22072_1#168	22072_1#169	22072_1#237	22072_1#238	22072_1#239	22072_1#240	22072_1#241	22072_1#243	22072_1#245	22072_1#246	22072_1#247	22072_1#248	22072_1#249	22072_1#250	22072_1#94	22072_1#95	22072_1#96	22072_1#97	22072_1#98	22072_1#99	34154_7#10	34154_7#100	34154_7#102	34154_7#103	34154_7#104	34154_7#105	34154_7#106	34154_7#108	34154_7#11	34154_7#110	34154_7#112	34154_7#116	34154_7#118	34154_7#119	34154_7#12	34154_7#122	34154_7#123	34154_7#125	34154_7#13	34154_7#130	34154_7#131	34154_7#134	34154_7#136	34154_7#138	34154_7#14	34154_7#140	34154_7#142	34154_7#144	34154_7#146	34154_7#148	34154_7#150	34154_7#152	34154_7#153	34154_7#155	34154_7#158	34154_7#16	34154_7#160	34154_7#162	34154_7#164	34154_7#166	34154_7#168	34154_7#172	34154_7#174	34154_7#176	34154_7#178	34154_7#179	34154_7#18	34154_7#183	34154_7#184	34154_7#185	34154_7#189	34154_7#19	34154_7#191	34154_7#194	34154_7#197	34154_7#199	34154_7#20	34154_7#202	34154_7#204	34154_7#205	34154_7#207	34154_7#210	34154_7#212	34154_7#213	34154_7#216	34154_7#218	34154_7#219	34154_7#22	34154_7#221	34154_7#224	34154_7#226	34154_7#227	34154_7#23	34154_7#231	34154_7#232	34154_7#234	34154_7#235	34154_7#239	34154_7#24	34154_7#240	34154_7#242	34154_7#247	34154_7#248	34154_7#249	34154_7#25	34154_7#252	34154_7#254	34154_7#255	34154_7#259	34154_7#26	34154_7#260	34154_7#262	34154_7#263	34154_7#267	34154_7#268	34154_7#269	34154_7#27	34154_7#271	34154_7#274	34154_7#276	34154_7#277	34154_7#279	34154_7#281	34154_7#283	34154_7#287	34154_7#289	34154_7#291	34154_7#294	34154_7#296	34154_7#298	34154_7#299	34154_7#3	34154_7#30	34154_7#303	34154_7#304	34154_7#306	34154_7#307	34154_7#31	34154_7#312	34154_7#313	34154_7#316	34154_7#317	34154_7#318	34154_7#32	34154_7#322	34154_7#323	34154_7#324	34154_7#325	34154_7#33	34154_7#330	34154_7#331	34154_7#332	34154_7#333	34154_7#338	34154_7#339	34154_7#340	34154_7#343	34154_7#344	34154_7#345	34154_7#348	34154_7#351	34154_7#352	34154_7#353	34154_7#359	34154_7#36	34154_7#360	34154_7#361	34154_7#366	34154_7#367	34154_7#368	34154_7#369	34154_7#374	34154_7#375	34154_7#376	34154_7#378	34154_7#379	34154_7#38	34154_7#380	34154_7#39	34154_7#4	34154_7#40	34154_7#41	34154_7#42	34154_7#44	34154_7#46	34154_7#47	34154_7#48	34154_7#49	34154_7#5	34154_7#50	34154_7#52	34154_7#54	34154_7#55	34154_7#56	34154_7#58	34154_7#59	34154_7#6	34154_7#60	34154_7#62	34154_7#63	34154_7#68	34154_7#69	34154_7#70	34154_7#74	34154_7#75	34154_7#76	34154_7#77	34154_7#78	34154_7#8	34154_7#80	34154_7#83	34154_7#84	34154_7#86	34154_7#87	34154_7#88	34154_7#89	34154_7#90	34154_7#91	34154_7#94	34154_7#95	34154_7#96	34154_7#97	34154_7#98	Reference
34154_7#380	340110	367777	368460	292090	653019	359878	385424	376390	437815	690429	372936	327272	334247	340591	362864	334809	339898	347042	367192	321630	410351	375165	388864	347428	380686	360488	387330	370331	347056	618811	379242	383909	361706	319833	334246	369829	398776	690578	344049	388069	348560	298806	335167	343556	366955	388028	382167	305001	400299	370498	377135	341279	353116	388041	370379	383767	321344	375322	736625	339234	384619	323386	388383	335679	398613	349430	315686	404214	387339	386046	330790	395438	358412	362122	376321	408745	381861	376852	384203	3316089	381585	382828	382764	418315	385969	382749	382297	380931	381460	382002	376242	692257	379129	408519	397872	345158	377330	405392	426177	399020	402532	400573	400826	327826	424562	411938	851879	386165	402755	376100	387514	400897	405290	362929	426333	387881	384871	407447	406880	401146	418274	3413620	459497	841826	382553	465522	408131	427674	363692	375672	418333	439122	355648	411515	368858	348065	403393	407361	3133795	658793	404517	402488	332668	688840	416036	413957	383668	404245	407218	357902	371884	358196	359736	342555	326666	371559	372298	337601	373436	676455	358355	362694	376670	360842	360262	373109	391659	294015	402498	342618	373550	365686	342285	343148	310116	280513	352610	364133	292808	392116	426706	352952	706896	322208	382460	347839	349775	324613	353879	380367	368570	389065	364139	449484	352932	326647	317779	331583	342453	372036	695345	687169	298793	395515	358906	371591	343444	367277	343806	761035	355903	331249	569838	380214	345251	437723	373346	341715	297927	393851	342252	369439	322131	351059	324457	368949	374258	343030	397199	369565	363255	667583	347364	813465	352079	680318	355339	365447	368279	353252	293951	353378	429760	341771	351071	367040	391176	320618	388391	369110	382893	357285	388529	351115	308863	368995	391903	336085	322165	296445	362233	397258	390588	362774	355259	320211	371081	295350	293834	790059	294272	408986	341692	384514	415831	351213	368691	370540	447680	329093	282345	323842	355343	369186	346999	337542	319205	318830	311775	372881	398104	368319	390475	388754	385602	324594	314327	370351	394976	322178	339776	366515	322569	392550	362728	369204	285208	0	322321	346942	372221	764770	355015	300636	392718	338230	298783	295606	365200	360000	360989	360532	336661	415631	382804	345755	341441	397281	329601	393705	803135	371274	309760	359704	360847	373555	289919	682731	335655	336572	386615	358180	343249	253466	289867	363539	386547	346882	350250	309930	284236	367594	347326	716674
34154_7#39	251709	245076	271716	231773	710914	230495	263683	278074	365262	784631	252065	251767	268112	308002	283843	301266	288584	229363	304784	236613	375362	240724	265474	230635	283824	265132	265379	270142	229313	667855	253270	263078	248360	247786	261171	284559	297003	797226	301706	240623	245030	244417	302853	259422	264319	265736	221335	247304	279465	336015	273642	226147	253010	241666	247564	252699	247993	251516	796253	249231	223143	249196	265567	218950	277570	274436	257585	303345	247921	283482	213241	295925	240133	241253	264612	270775	266013	332615	267532	3322316	263537	265987	265451	300178	270282	280640	266964	266037	266529	266800	258697	731142	261654	296759	289977	260704	263285	282581	306580	276015	279598	312663	279898	242979	294372	286513	914375	269598	250443	297624	293312	277549	279701	278993	270968	279263	225955	305905	301175	291751	313408	3417198	323584	919654	263858	283021	333448	262766	243480	256535	276153	287012	248787	316075	253383	228822	302327	283689	3152056	725220	245834	248007	248913	711673	289168	287397	267360	245531	301268	237589	257831	274324	247749	223148	211755	304712	250128	219293	242098	808734	263081	254086	254267	260950	247946	243012	281162	223458	232049	230914	260066	243115	231323	231660	251879	225478	269403	262379	222718	290181	294307	236285	768978	207962	270409	224061	253555	214876	259651	261871	256006	245308	262520	330914	235800	322098	206280	233980	264934	243799	815596	806614	261747	251532	260944	246971	231910	272753	213044	858409	261039	210648	671401	258091	230767	309976	250167	229548	261148	253906	222617	265512	264562	246292	214457	266209	262178	231987	282885	256784	264458	746734	229607	874540	204159	798580	258671	266506	269283	256240	223952	259586	352027	221663	254909	267368	277272	227541	226008	260149	262957	262235	225684	255339	281824	267500	243284	246803	210512	260227	261670	225409	242791	265117	256782	227012	269887	212958	223040	753334	213100	281979	230033	267140	306615	275664	266344	269781	347625	307668	227871	79996	260348	256200	216550	219876	207434	208378	273088	241796	276820	266426	247014	278597	269256	13960	256150	246496	255965	172497	222366	264291	229711	244565	264037	269222	257628	322321	0	234367	243971	818040	238098	263967	266792	219792	260941	213897	244438	278311	246761	278408	218536	301140	254224	228053	221878	259055	180349	254788	866195	269900	282855	247735	262504	260251	197793	793727	338853	218635	275378	244877	238313	245230	197012	248078	275726	263132	254315	252690	256084	202952	263104	562075
34154_7#4	277678	296664	267632	226048	740419	255372	239767	314145	289075	796581	300731	190954	242614	216318	263989	210202	261248	229933	305022	258884	378691	287792	312434	218208	296383	307731	313613	250314	231824	672470	297709	245088	208086	265400	201252	332767	320601	801434	319927	298155	284333	249357	210393	271517	276290	312503	220461	253837	266405	232627	267271	231720	217790	298593	298162	272108	267548	291364	815712	277319	222322	267913	314854	218179	310610	210164	246633	316121	295147	274259	205495	307897	234150	236923	222049	305891	224668	317942	227184	3355550	223969	223729	226195	338395	231395	253876	226249	225414	229055	226272	219307	725610	222567	319808	309904	254983	223118	319924	346343	316278	320455	302670	235113	256411	259215	321925	898466	228997	238874	260044	293328	250746	324465	292269	334338	285898	223902	263959	256947	282659	270715	3450664	344986	930193	228725	266759	256437	315294	240807	248959	242166	223679	235853	264844	211950	252115	313996	329292	3199776	712236	280794	196407	227912	735691	328389	324653	226955	299821	324818	231090	213396	267211	206027	255203	241424	316080	301717	235788	301632	815679	182396	200400	299111	250732	206085	251038	243364	202948	289081	244274	180728	292917	243964	244866	221949	237182	260789	300198	202029	247963	256508	115671	824629	166064	190998	131095	297242	186145	302245	225285	37404	292225	301336	283805	116069	261371	215561	270604	230598	197174	817437	807922	291383	302945	232664	304168	243987	286687	247358	885014	304706	225734	690240	302824	13965	269965	282571	242490	291305	314452	254797	246636	233852	296183	186901	248886	219602	244109	73302	213967	308300	746505	243382	865766	234044	800618	229481	246050	313638	301217	203300	303173	300905	254484	299465	247159	285932	209979	267142	286219	312962	180233	266130	299398	287037	247421	296964	181295	220698	289133	299466	284083	296848	237557	229549	209630	307935	234271	203315	773379	233433	248475	243403	233417	282995	231412	246989	248399	299859	331630	214371	251012	305437	214231	191661	237174	217574	216769	300550	301865	312016	247062	295007	293659	235761	236349	225731	200367	316839	252674	237990	244159	212611	298761	257942	247316	245210	346942	234367	0	198312	835556	117649	291788	303370	237202	291144	233815	295077	253383	190105	252294	234507	317177	243261	233482	253729	318465	260073	315323	891547	249982	288029	206079	256575	181168	221633	823976	277196	235600	291086	202697	281653	250969	221635	234790	290825	249843	298489	221840	243773	153759	250087	509422
34154_7#40	285582	296131	274638	229503	740224	277211	272925	339714	313306	810650	300723	240191	212077	252129	275281	245374	241844	271218	336881	276473	381329	293050	302973	248725	292747	283194	303645	245109	272260	709545	274989	233198	241564	283791	248351	301883	331725	816165	316256	292991	285178	287924	246488	294357	269812	304170	256738	255644	301506	265303	238976	242468	284205	295355	297602	287224	283833	280944	834211	271085	258923	283843	302688	251527	309230	251082	251299	310616	284565	277068	237099	302701	270513	273716	256434	299462	261471	341021	262182	3356239	257961	257763	258328	330095	262607	249043	258781	259599	260166	258611	251545	759050	255815	290485	280809	312101	256843	326235	349360	322995	323972	316226	248524	263713	300738	328364	932360	264052	280462	301977	297669	285419	325859	310834	320528	331183	259495	280537	275649	323758	292611	3455812	353307	907295	261566	313867	285076	306254	274334	287944	273188	281266	243197	317797	246203	254545	308610	332502	3193694	726738	299056	242682	276546	758101	323247	318797	261863	300616	356213	267930	251593	276165	239019	268925	236120	295240	288320	225901	305465	802684	64743	244932	304478	296162	238907	261321	260086	216048	297087	239012	246412	292637	239176	239938	252257	236772	283387	342852	215354	261951	292900	208500	801737	221601	239379	204941	278673	204475	276251	258662	217716	297603	342972	340192	208890	290168	219571	260168	276785	14761	801616	792132	316957	274777	214765	295107	240809	275002	254728	890698	278761	226809	694708	309563	195867	290122	255703	238161	317502	297467	268678	238054	262738	309489	205267	238658	239811	239445	250975	247190	288109	766300	236736	847507	274927	784633	228043	238477	277784	283247	216590	276856	305117	267491	281738	239778	288314	214311	295882	264351	312325	63966	294583	280984	312004	238628	296406	240917	224073	315921	341409	290787	296108	237010	228841	260550	349868	236764	215717	767611	236771	255962	238343	284802	305027	282042	238787	241712	325167	348071	224248	263087	278576	247386	233107	226490	221180	221257	324399	306083	299938	238897	300119	281739	286660	246177	255261	246689	299145	251587	229282	236157	262529	297407	278200	241080	248911	372221	243971	198312	0	853327	209366	319950	305023	227114	317644	236535	294858	273430	230692	272519	225470	349913	229512	235167	267323	300591	247724	298313	893332	242127	312661	238898	277512	247101	216088	817468	306144	225144	278360	235967	279370	291527	216779	284277	278619	304359	281113	251999	247309	207819	304316	541758
34154_7#41	873417	865141	850569	805541	795964	864822	884614	900799	908396	359618	870300	826541	859180	835661	889996	829761	857250	843804	862693	868641	881113	868787	884910	811064	885404	851178	882648	867284	845326	748791	850356	855901	845863	865645	827541	859587	904693	454023	863775	858290	886312	810181	829898	885432	842704	884956	845063	839130	827082	860716	867451	831677	872583	857011	866945	879683	866421	839393	236699	828461	846355	866393	884794	859164	891936	846765	811284	880579	865277	871869	823359	875133	873454	878099	858803	882921	864728	889763	865968	3207340	864700	864354	863099	906106	868012	863728	862716	862918	863090	864950	856186	766954	859941	961880	956887	873523	858534	894831	907227	894283	894822	866048	864147	839843	892068	901167	715557	870120	870594	858853	838531	899338	890040	895313	883524	845225	850293	901791	900203	872505	908622	3307671	915961	520338	863384	901490	891221	876377	877128	891472	897569	890499	831857	890646	852370	787400	879398	890662	3033433	807927	912260	852936	873231	754251	903378	904451	866069	862225	919810	875063	853165	892664	844221	845292	767093	875065	872411	863842	879466	338510	869218	851005	875299	845980	844754	867725	868429	824341	897132	790858	854739	865127	790444	790661	840013	812128	887251	801294	823573	891493	910301	844427	815529	854713	859307	835434	852234	826431	845388	858614	853446	865436	801941	944653	843342	819975	787513	811440	823813	853093	348353	345180	824180	871749	845058	887142	791533	857769	829612	865915	846455	778029	462586	877309	834713	913001	926626	790414	823439	875625	845497	867512	847792	851249	826128	866966	858078	791274	889494	851654	847820	788385	869556	643233	885373	342471	845440	865029	852669	854512	823832	845271	957035	844604	853232	865106	905150	788804	897718	935133	881105	869108	897824	853902	806124	867594	862821	835488	788869	822793	801644	894399	862724	850792	843416	850982	809067	813736	824008	960968	813724	879835	790085	857096	907745	828327	867396	867766	935511	862312	802218	843457	846609	853828	855171	863278	788067	788857	832162	880111	897889	866626	866354	953362	857278	817969	843250	846800	876523	819682	865932	866184	852896	863231	882255	867901	822115	764770	818040	835556	853327	0	845283	825564	889925	864914	824457	813966	864923	888657	890979	888063	863794	897760	854089	874068	844706	879452	828117	876137	643084	868573	807243	844421	881543	855169	814602	354149	826835	863079	953748	843331	884589	809891	814575	840058	952406	898854	853171	840991	821236	828240	898617	1153488
34154_7#42	290755	260331	296892	234620	743451	255805	259297	290310	295462	803562	264414	210014	259469	224535	286941	218423	262977	248751	291963	267916	392033	279283	277859	229054	311414	317168	276001	227897	249721	679525	310536	222655	220246	277538	221906	298299	323497	808326	324526	260552	281736	261607	217668	287629	244431	278297	204949	274979	232627	239128	276926	237930	207170	260583	261780	240112	279278	308788	824551	255306	205522	279488	277530	229466	273222	232611	256217	286811	259724	302099	222002	279350	243792	246649	234010	273173	234816	331120	236567	3346976	234673	235982	236783	304090	238689	224720	235142	236172	238785	236220	231535	733458	232284	287700	275033	280548	235469	284111	311523	279726	281840	309496	242777	258588	240274	286652	892025	241845	223769	250986	258896	268475	288357	302022	314254	302571	209926	241938	236380	301573	250906	3445991	355473	921665	238898	245463	262964	282625	248404	257818	224606	224567	249366	277940	226329	251015	284647	292640	3190590	721242	296674	204563	217096	744412	292447	289564	235981	308924	302123	239619	228225	298101	220807	268423	240335	324651	263053	236283	288898	820355	201313	220940	266233	276883	220270	272667	257667	218133	268023	259831	196920	255449	259787	260387	239688	248114	292117	317010	216464	227953	237717	12897	815440	176643	207477	139083	304776	186921	314347	240710	138725	259500	316694	266682	12835	259732	221301	268643	221203	209409	820413	810476	303089	264516	207127	301126	259226	268235	259095	885447	316947	233794	690592	270441	116238	223864	246220	258678	301778	298508	268789	227256	251268	269046	187328	227769	234849	260197	164144	228675	317289	745385	244221	873491	222209	802996	197226	225610	320810	307996	218563	315129	334417	268173	306488	224579	276429	216755	286982	253738	275841	199786	285475	306252	296714	226730	263803	204935	226130	300628	314813	264006	263362	205250	197187	201331	323270	240737	217748	788199	240782	226506	258495	271955	291450	229103	224951	226181	276362	334624	229105	224402	317075	228648	193121	236739	222923	222399	311905	288526	272913	225714	262967	256585	274023	240097	243107	204373	300754	217702	237896	223229	203271	266025	287162	227659	256431	355015	238098	117649	209366	845283	0	304265	264442	237068	302295	241009	258608	281782	215145	281317	234531	293910	221107	233610	267215	301418	224524	299058	891177	229671	297663	220259	286576	197184	222078	826111	276642	235658	253335	217344	276637	264880	221979	265385	253670	263129	306299	239547	254810	155366	263500	502359
34154_7#44	303845	293913	355908	268233	707253	310737	372377	350232	413740	735827	301780	302641	291173	335332	373328	329779	345293	338337	341782	277268	381166	328026	315222	315209	296114	291997	315120	350132	338671	686851	316268	362157	320145	284468	308515	328327	341929	749942	310212	315312	289317	306657	329381	296821	383063	314888	302149	300567	356217	366659	329261	302608	341603	315797	296659	324125	285777	308615	799553	273344	304114	288142	315730	316844	326367	323902	293206	421363	315246	385669	309229	413011	339115	340933	334998	339446	341584	368234	342811	3294290	338879	339350	340583	371933	346085	360717	340443	339144	340658	340324	334368	744479	337509	384526	372267	328069	337614	336695	360127	330375	332967	364608	335166	304172	357507	344105	897808	347544	335846	362235	339963	388333	333902	328122	374070	391596	306386	388133	382098	397324	398798	3398357	392793	891434	339118	389245	378928	357368	341439	357563	354316	399766	333536	417261	326660	319349	418287	336892	3110602	723579	343003	356441	321301	735799	345418	343488	341684	373385	376939	335805	329790	377387	316382	293782	299953	323641	297003	282770	277550	772466	310782	319196	300761	360149	315933	298764	338945	260135	326342	302049	348054	289618	301537	302526	298449	260328	372437	353338	259569	369701	380647	302495	759567	270123	356653	314275	285760	290964	281941	331216	315336	313854	353354	449445	302213	326852	287848	264605	324339	319559	770218	761681	17574	319639	337414	287927	303624	302022	333636	794857	284262	301366	635638	305248	291369	406739	345973	301429	17891	349534	293008	347423	309224	329110	291431	348338	330859	303140	350924	326074	292126	698275	295201	837741	313175	753748	336529	345920	295739	289067	260314	282607	436689	292124	286972	346014	350399	322875	313036	342829	308979	309763	312305	286795	324003	347141	316156	307245	292141	15351	352233	321040	315371	344300	336649	310324	361044	271676	260166	758183	271183	387375	301462	380480	406308	328864	346283	349577	422716	315987	262829	276326	283994	325452	299309	282964	288878	289788	46676	278103	322397	346281	315906	361370	381521	265437	301334	334595	350485	244283	284947	344497	311879	316776	381262	347096	296012	300636	263967	291788	319950	825564	304265	0	317298	284120	18813	271514	289637	367727	294383	366731	282320	394596	361194	291574	293199	353012	251997	348828	820845	349156	325294	316980	380302	349066	238540	753062	337583	282021	359323	314365	280896	257536	239066	371638	359489	302457	286233	297416	294885	330415	302576	700921
34154_7#46	242230	60472	307675	278804	713997	259352	289360	209521	323107	840367	69601	290219	305270	313612	296675	308281	265287	272107	260045	266195	393033	245585	82075	318702	227683	119375	82346	283748	271845	746778	132324	298639	298043	275576	299228	208549	226261	833927	312324	82374	226639	285849	308570	279527	287792	82696	267295	294650	187916	308234	278752	314785	263327	84125	64545	237018	276636	126721	866493	232124	269065	278655	82685	280724	58095	311584	298893	325542	65782	326810	303986	317928	294657	292903	306059	90595	309060	377574	307882	3389139	305987	307186	307589	121013	309780	285354	306810	307489	309325	305698	304413	777683	306702	289135	283220	307682	307566	104470	135699	93269	99447	342293	281859	299990	330860	112493	885196	312728	290130	293743	213021	294996	99792	300912	225940	330859	268236	281831	277204	383154	289656	3487652	316971	945899	306427	292536	326015	104763	294882	303958	314797	323854	301005	314694	302057	293669	324416	102289	3159804	719376	227170	331592	272396	748876	113118	108241	309715	282301	235425	289999	308276	300093	297499	284579	277841	353252	55671	191094	255484	839711	285298	303342	62274	369320	297878	185057	333815	274175	202592	295071	306744	50538	294729	295704	231499	272021	294657	354035	274036	268409	323632	263071	794153	273482	315997	295579	94465	303816	104647	311125	309135	70947	353635	333936	262706	285438	326763	295383	272150	303994	863652	854873	315394	58972	258746	288684	296789	221059	321298	902374	105882	340718	686070	71778	301451	315992	257887	294322	314541	215057	282823	282720	242333	270716	303506	283513	310287	295617	330609	305743	109256	758836	207440	887702	282369	847590	263463	281110	110607	98065	275037	103335	327308	282143	95198	280786	251284	306509	206030	255873	69832	283241	206897	94742	342325	281101	75226	320762	328901	314270	352477	193838	75214	268531	258448	270532	361051	285957	273731	775002	285106	285405	294428	325750	370725	281232	280486	283244	272603	317155	272612	250222	105655	305386	317694	191250	327629	327287	327234	254583	24656	281708	73396	238052	327014	266576	234791	342612	215911	205345	194029	279225	270565	77052	300378	283220	296685	392718	266792	303370	305023	889925	264442	317298	0	192020	315802	286743	49656	291550	297140	291545	189829	317518	296163	189389	282887	220067	213504	215477	887504	284438	343697	297443	299295	306785	250827	839090	300945	189355	235150	294358	220344	249818	251473	314252	235860	242619	94933	230280	295174	321934	242613	530576
34154_7#47	173160	183315	266440	237227	707782	174698	246202	208536	322368	807973	190774	255387	226298	264587	280432	258834	233163	263240	221300	193297	341991	233273	203487	276142	195705	199352	203877	289568	264054	713202	215049	303924	265294	202669	265065	194168	245099	796971	222441	205914	159421	290694	258934	214838	310650	204281	255717	265405	237128	294191	230492	256192	256420	208167	185957	230670	203364	211740	844538	219590	256952	203600	203977	255266	215422	277979	259142	348619	194031	294020	265256	340254	276217	276387	277986	213842	281844	357119	282905	3336572	280454	280597	280931	251479	283946	278682	281355	281779	281980	279946	274841	755509	278764	263278	252924	305634	277573	221197	251067	213860	218065	336815	263779	265915	318842	229817	902455	286196	280887	288823	225499	258800	219127	238440	270489	373520	259026	323416	319713	317444	334237	3436576	312514	916959	280874	325465	301265	235950	278065	285806	303017	322391	273451	292066	268615	270880	347089	226362	3152598	692642	215032	289267	230966	748676	231426	227935	283997	273869	236122	272784	272329	271295	263024	210425	257186	291189	185039	16516	258827	833401	218786	261678	188655	284229	263172	151838	297606	207845	230588	272945	264069	178741	272854	273105	191532	247056	265347	359878	207152	310052	295989	234649	782060	197293	273443	218850	179958	216797	189803	278386	253925	201398	358996	323520	234520	313417	246397	237518	268606	226449	828295	818868	282133	193686	245904	245485	273696	239532	278223	845943	191841	261865	652112	194400	235465	332302	228344	272174	282054	197208	210047	288072	203156	262273	217534	287525	277300	273612	282746	271381	196886	717836	33975	843933	241623	811806	256142	286150	200345	184216	207686	189408	344015	209241	182132	285759	121373	283612	195113	227118	196133	217463	194780	181474	259568	286620	204065	241909	250190	281491	358479	223350	204784	262208	255160	223766	366344	240290	207154	738307	239645	327643	272134	282515	305118	277579	285994	288272	336669	294678	228687	234647	191377	271591	251793	15702	247664	247134	292848	259400	197714	286195	203631	244393	283624	220466	195019	264343	197910	206681	19075	284864	225260	204545	274943	288956	245369	338230	219792	237202	227114	864914	237068	284120	192020	0	281991	240315	179775	274683	220813	274995	14937	313377	301471	25431	209335	201441	214394	197158	847514	289730	261311	262777	273579	264299	191118	807476	329149	14901	242356	260553	147518	260684	190710	266266	242233	204513	181030	191335	244345	244624	203500	578873
34154_7#48	302187	292273	354454	266814	705119	309233	370500	348422	412530	734094	299704	301076	289474	333640	372250	327679	342780	335883	340370	276442	378067	325641	313453	312985	293911	290420	313664	347555	336614	685101	314839	359468	318023	283324	306906	326986	339220	748793	306456	314328	287222	304162	327436	295812	381319	313756	299464	298705	353902	364479	326732	300404	339845	313919	295031	321665	285157	306308	798940	270836	301461	287202	314432	314513	324674	322252	291231	419360	313534	384359	307462	410901	337626	339321	333983	337964	339452	366914	341162	3292859	337622	337432	339619	370919	343824	358368	339121	337928	338470	338347	332078	742293	336019	382467	370418	326850	336093	335418	358657	329091	331970	361944	334064	301643	355093	343201	896207	345563	334667	361145	338806	386517	332045	327266	372744	389288	304218	385660	380330	395677	396365	3397546	390990	890632	336918	387733	378491	355883	340466	355823	352887	397313	330718	415450	324411	317212	416236	335444	3108458	722417	341789	353424	318795	735094	344437	341518	339618	371914	375444	333872	328618	375957	314662	293898	298028	321528	295370	280873	275192	771330	308522	317755	299418	357842	314720	297678	337982	259135	325323	300447	345666	288168	299839	300719	295429	257855	370874	351304	258300	367199	377885	300606	759038	267489	354472	312089	283703	288160	280595	329783	314515	311935	351233	447825	299882	325761	285509	262299	322169	317622	768474	759850	16045	318740	335402	285013	301895	299781	331698	794323	282820	299330	634372	303787	290425	404657	343440	299480	15207	347390	293384	345054	306500	327205	288493	345895	329527	301645	350076	324955	290315	697086	292697	836342	309513	751848	333996	343205	293690	287152	259597	280903	435692	292235	284894	343591	349315	321716	311508	340383	307421	307464	310867	285107	321541	344635	314873	305175	289552	13168	350358	319510	313870	342117	334464	308144	358922	269222	258995	756225	268822	384731	299723	380103	405351	326646	343825	347168	421340	312409	259866	274223	282333	323617	296269	281243	286635	287058	43487	275466	320750	343378	314507	359743	381149	262641	298531	331747	348706	242189	283122	341775	310379	315807	380193	344592	293216	298783	260941	291144	317644	824457	302295	18813	315802	281991	0	269028	288087	366255	291575	365404	280114	392383	358273	289396	292880	351470	249586	346963	819284	346805	322741	315918	378929	346555	235222	751838	337371	280168	357315	312291	278575	254845	236525	370459	357089	301564	284082	294501	292044	328552	302276	700068
