Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Comment	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_NA4032AA	CRE-18-VL-LA-PA-Ryan-0003	SRR9620883;ILLUMINA;Paired;500;SRX6383895	Companion Animal		Urine(Canis lupus familiaris)	2018				North America	United States	Pennsylvania						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA325243	SRP095363		SAMN12189820	SRS5043422	2019-07-09	2019-07-02	ESC_NA4032AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4039AA	EC14	traces-0NsUPNB;ILLUMINA;Paired;;NA	Environment	Water/River	E-waste dumpsite	2016				Africa								Odion Ikhimiukor, Environmental Microbiology and Biotechnology Laboratory, University of Ibadan	Escherichia coli													2019-07-10	2020-07-16	ESC_NA4039AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4545AA		ERR2931011;ILLUMINA;Paired;1000;ERX2933851				2017												Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB29745	ERP112094		SAMEA5131859	ERS2916235	2019-07-11	2019-07-11	ESC_NA4545AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4593AA		ERR3426087;ILLUMINA;Paired;450;ERX3449524																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672954	ERS2493563	2019-07-11	2019-07-10	ESC_NA4593AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4594AA		ERR3426086;ILLUMINA;Paired;450;ERX3449523																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672952	ERS2493561	2019-07-11	2019-07-10	ESC_NA4594AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4596AA		ERR3426084;ILLUMINA;Paired;450;ERX3449521																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672949	ERS2493558	2019-07-11	2019-07-10	ESC_NA4596AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4627AA		ERR3426050;ILLUMINA;Paired;450;ERX3449487																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672896	ERS2493506	2019-07-11	2019-07-10	ESC_NA4627AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4635AA		ERR3426041;ILLUMINA;Paired;450;ERX3449478																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672886	ERS2493496	2019-07-11	2019-07-10	ESC_NA4635AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4636AA		ERR3426040;ILLUMINA;Paired;450;ERX3449477																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672885	ERS2493495	2019-07-11	2019-07-10	ESC_NA4636AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4650AA		ERR3426026;ILLUMINA;Paired;450;ERX3449463																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672898	ERS2493508	2019-07-11	2019-07-10	ESC_NA4650AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4668AA		ERR3426008;ILLUMINA;Paired;450;ERX3449445																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672866	ERS2493476	2019-07-11	2019-07-10	ESC_NA4668AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4679AA		ERR3425997;ILLUMINA;Paired;450;ERX3449434																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672854	ERS2493464	2019-07-11	2019-07-10	ESC_NA4679AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4699AA		ERR3425977;ILLUMINA;Paired;450;ERX3449414																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672832	ERS2493442	2019-07-11	2019-07-10	ESC_NA4699AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4704AA		ERR3425972;ILLUMINA;Paired;450;ERX3449409																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672827	ERS2493437	2019-07-11	2019-07-10	ESC_NA4704AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4707AA		ERR3425969;ILLUMINA;Paired;450;ERX3449406																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672824	ERS2493434	2019-07-11	2019-07-10	ESC_NA4707AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA4748AA		ERR3425928;ILLUMINA;Paired;450;ERX3449365																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672783	ERS2493393	2019-07-11	2019-07-10	ESC_NA4748AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA5945AA	AUSMDU00004779	SRR9734793;ILLUMINA;Paired;;SRX6491582	Human	Human	Homo sapiens	2016				Oceania	Australia							Microbiological Diagnostic Unit	Escherichia coli								PRJNA529744	SRP216508		SAMN12343022	SRS5140182	2019-07-26	2019-07-26	ESC_NA5945AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA5962AA	EC4	traces-0YzhFJX;ILLUMINA;Paired;;NA	Environment	Water/River	E-waste dumpsite	2016				Africa								Odion Ikhimiukor, Environmental Microbiology and Biotechnology Laboratory, University of Ibadan														2019-07-27	2020-06-01	ESC_NA5962AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8439AA	nrz-21875	traces-0BtdHiU;ILLUMINA;Paired;;NA				2015	9	22		Europe	Germany	Saxony			013			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8439AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8450AA	nrz-24107	traces-0KGDTvP;ILLUMINA;Paired;;NA				2016	1	13		Europe	Germany	Mecklenburg-Vorpommern			190			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8450AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8457AA	nrz-15393	traces-0KyggKt;ILLUMINA;Paired;;NA				2014	9	8		Europe	Germany	Saxony			091			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8457AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8461AA	nrz-47275	traces-0AedPYZ;ILLUMINA;Paired;;NA				2018	11	26		Europe	Germany	Bavaria			861			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8461AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8463AA	nrz-43337	traces-0GoNyXa;ILLUMINA;Paired;;NA				2018	6	27		Europe	Germany	Lower Saxony			498			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8463AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8465AA	nrz-27175	traces-0LPHBTS;ILLUMINA;Paired;;NA				2016	6	23		Europe	Germany	North Rhine-Westphalia			478			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8465AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8472AA	nrz-50038	traces-0wfkdXi;ILLUMINA;Paired;;NA				2019	3	27		Europe	Germany	Saxony			042			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8472AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8475AA	nrz-47399	traces-0lhItux;ILLUMINA;Paired;;NA				2018	12	3		Europe	Germany	Baden-Württemberg			730			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8475AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8476AA	nrz-50341	traces-0bdXPAg;ILLUMINA;Paired;;NA				2019	4	8		Europe	Germany	Berlin			107			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8476AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8477AA	nrz-26969	traces-0rPJzmL;ILLUMINA;Paired;;NA				2016	6	13		Europe	Germany	North Rhine-Westphalia			327			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-23	2019-08-23	ESC_NA8477AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8902AA	nrz-21009	traces-0vuDKZJ;ILLUMINA;Paired;;NA				2015	8	12		Europe	Germany	Saxony			018			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-26	2019-08-26	ESC_NA8902AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA8906AA	nrz-27887a	traces-0SZQuzk;ILLUMINA;Paired;;NA				2016	7	25		Europe	Germany	North Rhine-Westphalia			324			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-08-26	2019-08-26	ESC_NA8906AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9264AA	nrz-35681	traces-0LlpAcj;ILLUMINA;Paired;;NA,traces-0GLHjYD;ILLUMINA;Paired;;NA				2017	7	21		Europe	Germany	Brandenburg			030			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-02	2019-09-02	ESC_NA9264AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9412AA	nrz-38162	traces-0dFyiLR;ILLUMINA;Paired;;NA				2017	10	30		Europe	Germany	Baden-Württemberg			701			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-03	2020-09-09	ESC_NA9412AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9415AA	nrz-38742	traces-0sxPmhn;ILLUMINA;Paired;;NA				2017	11	27		Europe	Germany	Baden-Württemberg			703			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-03	2019-09-03	ESC_NA9415AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9416AA	nrz-41652	traces-0pIuWBV;ILLUMINA;Paired;;NA				2018	4	12		Europe	Germany	Bavaria			830			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-03	2019-09-03	ESC_NA9416AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9419AA	nrz-40169	traces-0HPFFQT;ILLUMINA;Paired;;NA				2018	2	2		Europe	Germany	North Rhine-Westphalia			422			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-03	2019-09-03	ESC_NA9419AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9422AA	nrz-42408	traces-0FpTyFD;ILLUMINA;Paired;;NA				2018	5	17		Europe	Germany	Baden-Württemberg			727			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-03	2019-09-03	ESC_NA9422AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9423AA	nrz-44279	traces-0MUVMwE;ILLUMINA;Paired;;NA				2018	8	3		Europe	Germany	North Rhine-Westphalia			422			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-03	2019-09-03	ESC_NA9423AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9428AA	nrz-43597	traces-0YgEKxx;ILLUMINA;Paired;;NA				2018	7	9		Europe	Germany	Bavaria			824			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-03	2019-09-03	ESC_NA9428AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9429AA	nrz-43987b	traces-0XMtYBr;ILLUMINA;Paired;;NA				2018	7	24		Europe	Germany	Baden-Württemberg			733			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-03	2019-09-03	ESC_NA9429AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9432AA	nrz-46198	traces-0RxJUDM;ILLUMINA;Paired;;NA				2018	10	16		Europe	Germany	Rheinland-Pfalz			542			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-03	2020-09-09	ESC_NA9432AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9809AA	nrz-50984	traces-0lMOZkJ;ILLUMINA;Paired;;NA				2019	5	8		Europe	Germany	North Rhine-Westphalia						Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-06	2019-09-06	ESC_NA9809AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9811AA	nrz-36379	traces-0NEEfLy;ILLUMINA;Paired;;NA				2017	8	18		Europe	Germany	Bavaria			933			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-06	2019-09-06	ESC_NA9811AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9819AA	nrz-33524	traces-0cegCqA;ILLUMINA;Paired;;NA				2017	4	18		Europe	Germany	Berlin			107			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-06	2019-09-06	ESC_NA9819AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9956AA	nrz-19844	traces-0EvRYFJ;ILLUMINA;Paired;;NA				2015	6	1		Europe	Germany	Rheinland-Pfalz			542			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_NA9956AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9959AA	nrz-21707	traces-0xuhPDm;ILLUMINA;Paired;;NA				2015	9	15		Europe	Germany	Saxony			013			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_NA9959AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9960AA	nrz-21294	traces-0QHWogk;ILLUMINA;Paired;;NA				2015	8	26		Europe	Germany	North Rhine-Westphalia			327			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_NA9960AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9963AA	nrz-22640	traces-0sLpVzQ;ILLUMINA;Paired;;NA				2015	10	23		Europe	Germany	Saxony			013			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_NA9963AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9971AA	nrz-32830	traces-0PlRKrU;ILLUMINA;Paired;;NA				2017	3	13		Europe	Germany	Rheinland-Pfalz			560			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_NA9971AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9972AA	nrz-30666	traces-0CmudVF;ILLUMINA;Paired;;NA				2016	11	24		Europe	Germany	Brandenburg			163			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_NA9972AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9973AA	nrz-29394	traces-0XRMfxp;ILLUMINA;Paired;;NA				2016	9	26		Europe	Germany	Lower Saxony			266			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_NA9973AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9980AA	nrz-33817	traces-0DvWfuH;ILLUMINA;Paired;;NA				2017	5	2		Europe	Germany	Rheinland-Pfalz			560			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_NA9980AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_NA9984AA	nrz-34485	traces-0eAILUj;ILLUMINA;Paired;;NA				2017	6	6		Europe	Germany	Bavaria			930			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_NA9984AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0009AA	nrz-39582	traces-0ZNGqKf;ILLUMINA;Paired;;NA				2018	1	9		Europe	Germany	Bavaria			816			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_OA0009AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0010AA	nrz-40059a	traces-0dzmwEe;ILLUMINA;Paired;;NA				2018	1	29		Europe	Germany	Rheinland-Pfalz			551			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_OA0010AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0011AA	nrz-38505	traces-0piniqa;ILLUMINA;Paired;;NA				2017	11	14		Europe	Germany	Baden-Württemberg			703			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_OA0011AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0012AA	nrz-37045	traces-0gZkYkZ;ILLUMINA;Paired;;NA				2017	9	11		Europe	Germany	Baden-Württemberg			701			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_OA0012AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0013AA	nrz-38583	traces-0nMqHpt;ILLUMINA;Paired;;NA				2017	11	17		Europe	Germany	Baden-Württemberg			730			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-09	2020-09-15	ESC_OA0013AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0023AA	nrz-42586	traces-0EOiHPk;ILLUMINA;Paired;;NA				2018	5	28		Europe	Germany	North Rhine-Westphalia			404			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-10	2020-09-16	ESC_OA0023AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0030AA	nrz-43539	traces-0HXwFyS;ILLUMINA;Paired;;NA				2018	7	5		Europe	Germany	Hamburg			245			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-10	2020-09-16	ESC_OA0030AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0031AA	nrz-42976	traces-0qQdmbd;ILLUMINA;Paired;;NA				2018	6	12		Europe	Germany	Bavaria			907			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-10	2020-09-16	ESC_OA0031AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0046AA	nrz-44364	traces-0Pqgjfn;ILLUMINA;Paired;;NA				2018	8	7		Europe	Germany	Bavaria			869			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-10	2020-09-16	ESC_OA0046AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0050AA	nrz-47795	traces-0cwyRAx;ILLUMINA;Paired;;NA				2018	12	20		Europe	Germany	Hesse			562			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-10	2020-09-16	ESC_OA0050AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0052AA	nrz-47693	traces-0jxWsai;ILLUMINA;Paired;;NA				2018	12	14		Europe	Germany	Bavaria			816			Department of Medical Microbiology, Ruhr-University Bochum, Germany							167							2019-09-10	2020-09-16	ESC_OA0052AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0204AA	CN-046-F	traces-0uWqwhf;ILLUMINA;Paired;;NA	Human	Human		2017	6			Asia	China	Shanghai		Shanghai				China CDC						Diarrhoea					Diarrhoea			2019-09-10	2019-09-10	ESC_OA0204AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0244AA	EC_219	SRR10094626;ILLUMINA;Paired;;SRX6826930	Animal Feed	Animal Feed	alcohol foam dispenser in hospital intensive care unit	2016	1			Asia	Pakistan							Washington University in St. Louis School of Medicine	Escherichia coli								PRJNA497126	SRP221243		SAMN10248947	SRS5369227	2019-09-11	2019-09-10	ESC_OA0244AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0245AA	EC_212	SRR10094627;ILLUMINA;Paired;;SRX6826929	Companion Animal		washroom sink in hospital intensive care unit	2016	1			Asia	Pakistan							Washington University in St. Louis School of Medicine	Escherichia coli								PRJNA497126	SRP221243		SAMN10249191	SRS5369226	2019-09-11	2019-09-10	ESC_OA0245AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0340AA	76247	SRR10103880;ILLUMINA;Paired;;SRX6835781	Human	Human	Homo sapiens; Age: 55; male; blood	2007	9			North America	Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731297	SRS5377473	2019-09-12	2019-09-12	ESC_OA0340AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA0492AA	80939	SRR10115845;ILLUMINA;Paired;;SRX6845386	Human	Human	Homo sapiens; Age: 22; male; blood	2008	3			North America	Canada	Alberta						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731333	SRS5384792	2019-09-15	2019-09-13	ESC_OA0492AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA1827AA	AUSMDU00034370	SRR10126951;ILLUMINA;Paired;;SRX6855288	Human	Human	Homo sapiens	2017				Oceania	Australia							Microbiological Diagnostic Unit	Escherichia coli								PRJNA565795	SRP221809		SAMN12768747	SRS5393469	2019-09-17	2019-09-16	ESC_OA1827AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA1948AA	CN-423-F	traces-0LKtzSC;ILLUMINA;Paired;;NA	Human	Human		2018	6			Asia	China	Shanghai		Shanghai				China CDC						Diarrhoea					Diarrhoea			2019-09-19	2019-09-19	ESC_OA1948AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA2240AA		ERR3531452;ILLUMINA;Paired;150;ERX3549868																ANIMAL AND PLANT HEALTH AGENCY	Escherichia coli								PRJEB34493	ERP117403		SAMEA5786997	ERS3757138	2019-09-21	2019-09-20	ESC_OA2240AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA2296AA		ERR3531223;ILLUMINA;Paired;150;ERX3549812																ANIMAL AND PLANT HEALTH AGENCY	Escherichia coli								PRJEB34493	ERP117403		SAMEA5786941	ERS3757082	2019-09-21	2019-09-20	ESC_OA2296AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA2783AA	CN-507-D	traces-0FNvsCz;ILLUMINA;Paired;;NA	Human	Human		2018	3			Asia	China	Shanghai		Shanghai				China CDC											None			2019-09-23	2019-09-23	ESC_OA2783AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA2808AA	90087	SRR10163891;ILLUMINA;Paired;;SRX6889283	Human	Human	Homo sapiens; Age: 63; female; respiratory	2010	1			North America	Canada	Manitoba						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731413	SRS5422253	2019-09-24	2019-09-23	ESC_OA2808AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA2952AA	CN-534-D	traces-0XpLkZs;ILLUMINA;Paired;;NA	Human	Human		2018	4			Asia	China	Shanghai		Shanghai				China CDC											None			2019-09-24	2019-09-24	ESC_OA2952AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA2975AA	96039	SRR10173687;ILLUMINA;Paired;;SRX6895184	Human	Human	Homo sapiens; Age: 80; male; respiratory	2011	1			North America	Canada	Quebec						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731445	SRS5428031	2019-09-25	2019-09-24	ESC_OA2975AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA3008AA	CN-576-D	traces-0KwVYdS;ILLUMINA;Paired;;NA	Human	Human		2018	5			Asia	China	Shanghai		Shanghai				China CDC											None			2019-09-26	2019-09-26	ESC_OA3008AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA3030AA	CN-586	traces-0QBrPOu;ILLUMINA;Paired;;NA	Human	Human		2018				Asia	China	Shanghai		Shanghai				China CDC														2019-09-26	2019-09-26	ESC_OA3030AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA3061AA	NRZ-50492	traces-0JnXJAQ;ILLUMINA;Paired;;NA				2019	4	15		Europe	Germany	Berlin						Department of Medical Microbiology, Ruhr-University Bochum, Germany							NGS2							2019-09-26	2020-10-02	ESC_OA3061AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA3375AA	100270	SRR10207198;ILLUMINA;Paired;;SRX6927113	Human	Human	Homo sapiens; Age: 40; male; urine	2012	1			North America	Canada	Nova Scotia						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731490	SRS5457958	2019-10-01	2019-09-30	ESC_OA3375AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA4143AA	106780	SRR10235879;ILLUMINA;Paired;;SRX6955111	Human	Human	Homo sapiens; Age: 70; male; blood	2013	8			North America	Canada	Quebec						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731566	SRS5482499	2019-10-07	2019-10-06	ESC_OA4143AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA4218AA	CN-471	traces-0bDnxpa;ILLUMINA;Paired;;NA	Human	Human		2017				Asia	China	Shanghai		Shanghai				China CDC														2019-10-08	2019-10-08	ESC_OA4218AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA4249AA	CN-417-F	traces-0bLIMle;ILLUMINA;Paired;;NA	Human	Human		2018	6			Asia	China	Shanghai		Shanghai				China CDC						Diarrhoea					Diarrhoea			2019-10-08	2019-10-08	ESC_OA4249AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA4904AA	16AR1731	SRR10286137;ILLUMINA;Paired;;SRX6999254	Human	Human	Homo sapiens	2016				Oceania	New Zealand					-40.9006	174.886	Institute of Environmental Science and Research	Escherichia coli		Escherichia Coli						PRJNA531554	SRP225798		SAMN11381933	SRS5520970	2019-10-18	2019-10-16	ESC_OA4904AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA5101AA	16AR1297	SRR10286349;ILLUMINA;Paired;;SRX6999042	Human	Human	Homo sapiens	2016				Oceania	New Zealand					-40.9006	174.886	Institute of Environmental Science and Research	Escherichia coli		Escherichia Coli						PRJNA531554	SRP225798		SAMN11381741	SRS5520758	2019-10-18	2019-10-16	ESC_OA5101AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA5149AA	71871	SRR10272840;ILLUMINA;Paired;;SRX6986044	Human	Human	Homo sapiens; Age: 74; male; respiratory	2007	1			North America	Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731268	SRS5509233	2019-10-18	2019-10-14	ESC_OA5149AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_OA6305AA	BC.15.81	traces-0hrsxMu;ILLUMINA;Paired;;NA																Dep.of Medical Sciences, Uppsala University														2019-10-29	2019-10-29	ESC_OA6305AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
