Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Comment	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_LA6520AA		SRR6111829;ILLUMINA;Paired;;SRX3226751				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677202	SRS2551356	2019-02-11	2018-10-27	ESC_LA6520AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA6625AA		SRR6111934;ILLUMINA;Paired;;SRX3226646				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677235	SRS2551250	2019-02-11	2018-10-27	ESC_LA6625AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA6865AA		SRR6111697;ILLUMINA;Paired;;SRX3226406				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677339	SRS2551015	2019-02-11	2018-10-27	ESC_LA6865AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA6867AA		SRR6111699;ILLUMINA;Paired;;SRX3226404				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677341	SRS2551013	2019-02-11	2018-10-27	ESC_LA6867AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA6884AA		SRR6111716;ILLUMINA;Paired;;SRX3226387				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677269	SRS2550996	2019-02-11	2018-10-27	ESC_LA6884AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA8671AA	strain 168	SRR4302195;ILLUMINA;Paired;;SRX2196498	Human	Human	Homo sapiens	2014	6			Asia	Singapore					1.17	103.5	Tan Tock Seng Hospital	Escherichia coli								PRJNA342893	SRP090607		SAMN05770950	SRS1718162	2019-02-11	2017-01-01	ESC_LA8671AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA8694AA	strain 51	SRR4302102;ILLUMINA;Paired;;SRX2196405	Human	Human	Homo sapiens	2013	12			Asia	Singapore					1.17	103.5	Tan Tock Seng Hospital	Escherichia coli								PRJNA342893	SRP090607		SAMN05770833	SRS1718069	2019-02-11	2017-01-01	ESC_LA8694AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9027AA		ERR3142375;ILLUMINA;Paired;456;ERX3171341																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104347608	ERS1972586	2019-02-14	2019-02-13	ESC_LA9027AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9028AA		ERR3142374;ILLUMINA;Paired;631;ERX3171340																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104347607	ERS1972585	2019-02-14	2019-02-13	ESC_LA9028AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9045AA		ERR2352502;ILLUMINA;Paired;1000;ERX2403378	Human	Human	Homo sapiens; .					Unresolved								UOC	Escherichia coli								PRJEB24378	ERP106197		SAMEA104653674	ERS2255057	2019-02-14	2019-02-13	ESC_LA9045AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9051AA		ERR2352496;ILLUMINA;Paired;1000;ERX2403372	Human	Human	Homo sapiens; .					Unresolved								UOC	Escherichia coli								PRJEB24378	ERP106197		SAMEA104653483	ERS2254866	2019-02-14	2019-02-13	ESC_LA9051AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9085AA		ERR2352421;ILLUMINA;Paired;1000;ERX2403297	Human	Human	Homo sapiens; .					Unresolved								UOC	Escherichia coli								PRJEB24378	ERP106197		SAMEA104653410	ERS2254793	2019-02-14	2019-02-13	ESC_LA9085AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9159AA	25b	ERR2348916;ILLUMINA;Paired;1000;ERX2399802	Human	Human	Homo sapiens; .					Unresolved								UOC	Escherichia coli		N69						PRJEB24378	ERP106197		SAMEA104652874	ERS2254257	2019-02-14	2019-02-13	ESC_LA9159AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9189AA	6a	ERR2348886;ILLUMINA;Paired;1000;ERX2399772	Human	Human	Homo sapiens; .					Unresolved								UOC	Escherichia coli		S19						PRJEB24378	ERP106197		SAMEA104652838	ERS2254221	2019-02-14	2019-02-13	ESC_LA9189AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9200AA	6b	ERR2348874;ILLUMINA;Paired;1000;ERX2399760	Human	Human	Homo sapiens; .					Unresolved								UOC	Escherichia coli		S8						PRJEB24378	ERP106197		SAMEA104652826	ERS2254209	2019-02-14	2019-02-13	ESC_LA9200AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9210AA	4a	ERR2348864;ILLUMINA;Paired;1000;ERX2399750	Human	Human	Homo sapiens; .					Unresolved								UOC	Escherichia coli		N43						PRJEB24378	ERP106197		SAMEA104652814	ERS2254197	2019-02-14	2019-02-13	ESC_LA9210AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9329AA	PSU-1730	SRR8582159;ILLUMINA;Paired;500;SRX5382859	Livestock	Bovine	cow	2018	4			North America	United States	Pennsylvania						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN10485890	SRS4371896	2019-02-15	2019-02-15	ESC_LA9329AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_LA9596AA	FSIS11917829	SRR8606460;ILLUMINA;Paired;500;SRX5405876	Livestock	Swine	animal-swine-sow	2019				North America	United States	Michigan						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli								PRJNA292667	SRP066916		SAMN10985027	SRS4390673	2019-02-22	2019-02-21	ESC_LA9596AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA0327AA	57	SRR8533628;ILLUMINA;Paired;;SRX5336252	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875345	SRS4329527	2019-03-03	2019-02-28	ESC_MA0327AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA0887AA		ERR2571008;ILLUMINA;Paired;1000;ERX2588009	Poultry	Avian	chicken					Africa	Ghana							Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB26592	ERP108593		SAMEA4653223	ERS2473859	2019-03-06	2019-03-06	ESC_MA0887AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA1015AA	Escherichia coli 320	traces-0HPuZwm;ILLUMINA;Paired;;NA				2018												National Reference Laboratory for Antimicrobial Resistance														2019-03-13	2019-03-13	ESC_MA1015AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA1071AA	A_3	traces-0upFrZs;ILLUMINA;Paired;;NA																Jones														2019-03-14	2019-03-14	ESC_MA1071AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA1704AA	Escherichia coli	ERR3094184;ILLUMINA;Paired;500;ERX3155011	Human	Human	homo sapiens; stool	2014	10			Asia	Vietnam							UNIVERSITY OF OXFORD	Escherichia coli								PRJEB30967	ERP113465		SAMEA5243464	ERS3050865	2019-03-25	2019-03-25	ESC_MA1704AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2078AA		ERR2935763;ILLUMINA;Paired;400;ERX2938557	Human	Human	Homo sapiens; Urine(continuous catheter)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5076036	ERS2887400	2019-04-01	2019-04-01	ESC_MA2078AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2145AA		ERR2935696;ILLUMINA;Paired;400;ERX2938490	Human	Human	Homo sapiens; Urine(single use catheter)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075969	ERS2887333	2019-04-01	2019-04-01	ESC_MA2145AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2177AA		ERR2935664;ILLUMINA;Paired;400;ERX2938458	Human	Human	Homo sapiens; Urine(second portion)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075937	ERS2887301	2019-04-01	2019-04-01	ESC_MA2177AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2237AA		ERR2935604;ILLUMINA;Paired;400;ERX2938398	Human	Human	Homo sapiens; Urethral swab	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075877	ERS2887241	2019-04-01	2019-04-01	ESC_MA2237AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2329AA		ERR2935512;ILLUMINA;Paired;400;ERX2938306	Human	Human	Homo sapiens; Urine(continuous catheter)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075785	ERS2887149	2019-04-01	2019-04-01	ESC_MA2329AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2493AA		ERR2935348;ILLUMINA;Paired;400;ERX2938142	Human	Human	Homo sapiens; Urine(second portion)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075620	ERS2886985	2019-04-01	2019-04-01	ESC_MA2493AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2546AA		ERR2935295;ILLUMINA;Paired;400;ERX2938089	Human	Human	Homo sapiens; Urine(second portion)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075567	ERS2886932	2019-04-01	2019-04-01	ESC_MA2546AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2756AA	45	traces-0iNfOkc;ILLUMINA;Paired;;NA																UMN														2019-04-05	2019-04-05	ESC_MA2756AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2791AA	57	traces-0IcTARQ;ILLUMINA;Paired;;NA																umn														2019-04-05	2019-04-05	ESC_MA2791AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2907AA	238	traces-0wdDEgx;ILLUMINA;Paired;;NA																umn														2019-04-07	2019-04-07	ESC_MA2907AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA2996AA	288	traces-0krUbaG;ILLUMINA;Paired;;NA																umn														2019-04-09	2019-04-09	ESC_MA2996AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3243AA	G179	SRR8871833;ILLUMINA;Paired;;SRX5658704	Human	Human	Homo sapiens	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319366	SRS4603242	2019-04-10	2019-04-09	ESC_MA3243AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3257AA	U076	SRR8871847;ILLUMINA;Paired;;SRX5658690	Human	Human	Homo sapiens; urine; Age: 28	2010				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319483	SRS4603228	2019-04-10	2019-04-09	ESC_MA3257AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3279AA	A396	SRR8871869;ILLUMINA;Paired;;SRX5658668	Human	Human	Homo sapiens; urine	2012				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319162	SRS4603206	2019-04-10	2019-04-09	ESC_MA3279AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3322AA	A361	SRR8871912;ILLUMINA;Paired;;SRX5658625	Human	Human	Homo sapiens; anal swab	2012				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319248	SRS4603163	2019-04-10	2019-04-09	ESC_MA3322AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3325AA	A352	SRR8871915;ILLUMINA;Paired;;SRX5658622	Human	Human	Homo sapiens; anal swab	2012				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319245	SRS4603160	2019-04-10	2019-04-09	ESC_MA3325AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3341AA	A101	SRR8871587;ILLUMINA;Paired;;SRX5658606	Human	Human	Homo sapiens; blood	2012				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319214	SRS4603144	2019-04-10	2019-04-09	ESC_MA3341AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3415AA	A001	SRR8871686;ILLUMINA;Paired;;SRX5658851	Human	Human	Homo sapiens; cervix	2012				Unresolved								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319194	SRS4603389	2019-04-10	2019-04-10	ESC_MA3415AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3477AA	72	SRR8885624;ILLUMINA;Paired;;SRX5671351	Human	Human	Homo sapiens					Unresolved						30.7865	31.0004	JCVI	Escherichia coli								PRJNA508510	SRP192165		SAMN11388480	SRS4614183	2019-04-12	2019-04-11	ESC_MA3477AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3478AA	71	SRR8885623;ILLUMINA;Paired;;SRX5671350	Human	Human	Homo sapiens					Unresolved						30.7865	31.0004	JCVI	Escherichia coli								PRJNA508510	SRP192165		SAMN11388479	SRS4614182	2019-04-12	2019-04-11	ESC_MA3478AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3642AA	C0004	SRR8902757;ILLUMINA;Paired;;SRX5688601	Human	Human	Homo sapiens	2015				Unresolved								McMaster University	Escherichia coli								PRJNA532924	SRP192632		SAMN11420028	SRS4628497	2019-04-16	2019-04-15	ESC_MA3642AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3723AA	SD216_001	SRR8901380;ILLUMINA;Paired;;SRX5687305	Livestock	Swine	Porcine	2016	11			North America	United States	South Dakota						Iowa state university	Escherichia coli								PRJNA532719	SRP192615		SAMN11412412	SRS4627210	2019-04-16	2019-04-15	ESC_MA3723AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3736AA	NC218_032	SRR8901393;ILLUMINA;Paired;;SRX5687292	Livestock	Swine	Porcine	2017	3			North America	United States	North Carolina						Iowa state university	Escherichia coli								PRJNA532719	SRP192615		SAMN11412434	SRS4627197	2019-04-16	2019-04-15	ESC_MA3736AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3840AA	C0656	SRR8902827;ILLUMINA;Paired;;SRX5688531	Human	Human	Homo sapiens	2016				Unresolved								McMaster University	Escherichia coli								PRJNA532924	SRP192632		SAMN11420234	SRS4628427	2019-04-17	2019-04-16	ESC_MA3840AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3959AA	SIEC197	SRR8919638;ILLUMINA;Paired;;SRX5700972	Human	Human	Homo sapiens; blood	2018	8			Asia	Thailand					13.7572	100.4849	JCVI	Escherichia coli								PRJNA532291	SRP192776		SAMN11399743	SRS4639608	2019-04-17	2019-04-16	ESC_MA3959AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3967AA	SIEC017	SRR8916347;ILLUMINA;Paired;;SRX5697681	Human	Human	Homo sapiens; stool	2017	11			Asia	Thailand					13.7572	100.4849	JCVI	Escherichia coli								PRJNA532291	SRP192776		SAMN11399363	SRS4636889	2019-04-17	2019-04-16	ESC_MA3967AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA3992AA		ERR3283250;ILLUMINA;Paired;449;ERX3309794																Wellcome Sanger Institute	Escherichia coli								PRJEB21015	ERP023234		SAMEA104569285	ERS2180569	2019-04-18	2019-04-17	ESC_MA3992AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA4330AA	H-50_3	traces-0vkdQTG;ILLUMINA;Paired;;NA	Human	Human						Africa	Gambia			Basse				Quadram Institute Biosciences	Escherichia coli													2019-04-23	2019-04-23	ESC_MA4330AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA4381AA	H-50_4	traces-0lLXkve;ILLUMINA;Paired;;NA	Human	Human						Africa	Gambia			Basse				Quadram Institute Biosciences	Escherichia coli													2019-04-23	2019-04-23	ESC_MA4381AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA4392AA	H-50_5	traces-0peyJMd;ILLUMINA;Paired;;NA	Human	Human						Africa	Gambia			Basse				Quadram Institute Biosciences	Escherichia coli													2019-04-23	2019-04-23	ESC_MA4392AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA4410AA	H-50_1	traces-0VowKSd;ILLUMINA;Paired;;NA	Human	Human						Africa	Gambia			Basse				Quadram Institute Biosciences	Escherichia coli													2019-04-23	2019-04-23	ESC_MA4410AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA4729AA	N8	traces-0WSKLzc;ILLUMINA;Paired;;NA																cagef														2019-04-29	2019-04-29	ESC_MA4729AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA4782AA	N94	traces-0RXSdsm;ILLUMINA;Paired;;NA																cagef														2019-04-29	2019-04-29	ESC_MA4782AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA4789AA	N111	traces-0dMQEwu;ILLUMINA;Paired;;NA																cagef														2019-04-29	2019-04-29	ESC_MA4789AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA4801AA	N118	traces-0XSfbdT;ILLUMINA;Paired;;NA																cagef														2019-04-29	2019-04-29	ESC_MA4801AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA4864AA	N218	traces-0yJpCpl;ILLUMINA;Paired;;NA																cagef														2019-04-29	2019-04-29	ESC_MA4864AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA5069AA	FSIS11920385	SRR8996023;ILLUMINA;Paired;500;SRX5774904	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Iowa						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli								PRJNA292667	SRP066916		SAMN11546057	SRS4708392	2019-05-01	2019-05-01	ESC_MA5069AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA5350AA	ECOL-18-VL-SD-IA-0039	SRR9017111;ILLUMINA;Paired;500;SRX5795249	Companion Animal	Canine	Canine Urine (Canis lupis familiaris)	2018	9			North America	United States	Iowa						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA318591	SRP125339		SAMN11581064	SRS4726579	2019-05-06	2019-05-06	ESC_MA5350AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA5485AA		SRR9030659;ILLUMINA;Paired;;SRX5807921	Human		bloodstream infections of a 70-year-old male cerebral hemorrhage patient; isolated from bloodstream infections of a 70-year-old male cerebral hemorrhage patient	2018	10			Unresolved								Jinhua Central Hospital	Escherichia coli								PRJNA541588	SRP197148		SAMN11601932	SRS4737324	2019-05-09	2019-05-08	ESC_MA5485AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA5714AA		ERR2632203;ILLUMINA;Paired;446;ERX2648697																Wellcome Sanger Institute	Escherichia coli								PRJEB19657	ERP021713		SAMEA103972958	ERS1662126	2019-05-14	2019-05-11	ESC_MA5714AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6243AA	SCAB266	traces-0nJYBQz;ILLUMINA;Paired;;NA				2016												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-25	2020-05-31	ESC_MA6243AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6260AA	SCAE007	traces-0KVlkIp;ILLUMINA;Paired;;NA				2016												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-25	2020-05-31	ESC_MA6260AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6317AA	SCBH170	traces-0pVqtoF;ILLUMINA;Paired;;NA				2017												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-26	2020-06-01	ESC_MA6317AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6420AA	SCAA232	traces-0dtfqlg;ILLUMINA;Paired;;NA				2016												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-26	2020-06-01	ESC_MA6420AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6459AA	SCAA257	traces-0suLHXk;ILLUMINA;Paired;;NA				2016												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-26	2020-06-01	ESC_MA6459AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6488AA	SCCA305	traces-0svTQKi;ILLUMINA;Paired;;NA				2018												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-26	2020-06-01	ESC_MA6488AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6565AA	SCBA2123	traces-0cOAyCl;ILLUMINA;Paired;;NA				2017												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-27	2020-06-02	ESC_MA6565AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6573AA	SCBA218	traces-0KZwxlt;ILLUMINA;Paired;;NA				2017												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-27	2020-06-02	ESC_MA6573AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6583AA	SCBA226	traces-0cnlAFe;ILLUMINA;Paired;;NA				2017												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-27	2020-06-02	ESC_MA6583AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6678AA	SCBD117	traces-0PHnHaN;ILLUMINA;Paired;;NA				2017												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-27	2020-06-02	ESC_MA6678AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6703AA	SCBJ298	traces-0ABoFZB;ILLUMINA;Paired;;NA				2017												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-27	2020-06-02	ESC_MA6703AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6734AA	SCCB631	traces-0jLDfIU;ILLUMINA;Paired;;NA				2018												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-27	2020-06-02	ESC_MA6734AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6736AA	SCCB644	traces-0uvnKwm;ILLUMINA;Paired;;NA				2018												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-27	2020-06-02	ESC_MA6736AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6762AA	SCCE107	traces-0UKtwlY;ILLUMINA;Paired;;NA				2018												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-27	2020-06-02	ESC_MA6762AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6835AA	SCBD115	traces-0pmgNfW;ILLUMINA;Paired;;NA				2017												Department of Microbiology, Zhongshan School of Medicine, Sun Yat-sen University														2019-05-29	2020-06-04	ESC_MA6835AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6951AA		SRR9113458;ILLUMINA;Paired;;SRX5887740	Human	Human	Homo sapiens	2015				Asia	Oman							Karolinska Institutet	Escherichia coli								PRJNA544438	SRP199302		SAMN11840206	SRS4809955	2019-05-30	2019-05-23	ESC_MA6951AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6961AA		SRR9113468;ILLUMINA;Paired;;SRX5887730	Human	Human	Homo sapiens	2015				Asia	Oman							Karolinska Institutet	Escherichia coli								PRJNA544438	SRP199302		SAMN11840210	SRS4809945	2019-05-30	2019-05-23	ESC_MA6961AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA6972AA		SRR9113479;ILLUMINA;Paired;;SRX5887719	Human	Human	Homo sapiens	2015				Asia	Oman							Karolinska Institutet	Escherichia coli								PRJNA544438	SRP199302		SAMN11840196	SRS4809934	2019-05-30	2019-05-23	ESC_MA6972AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA8257AA	INT007160	ERR3328925;ILLUMINA;Paired;350;ERX3353640	ND	Avian	avian population	2016	4			Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611143	ERS3415333	2019-05-30	2019-05-20	ESC_MA8257AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_MA9544AA	PSU-0946	SRR9160176;ILLUMINA;Paired;500;SRX5933254	Livestock	Bovine	Cow, (Bovine)	1982				North America	United States	Iowa						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN09060947	SRS4846460	2019-05-31	2019-05-30	ESC_MA9544AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_NA0047AA	PNUSAE024966	SRR9200329;ILLUMINA;Paired;;SRX5971958								North America	United States							PulseNet Next Generation Subtyping Methods Unit	Shigella sonnei								PRJNA218110	SRP046387		SAMN11942508	SRS4876239	2019-06-04	2019-06-04	ESC_NA0047AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_NA0527AA	CRE18091	traces-0qSuPFe;ILLUMINA;Paired;;NA				2018												Animal Disease Prevention and Food Safety Key Laboratory of Sichuan Province														2019-06-07	2020-06-07	ESC_NA0527AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_NA0895AA	A240	traces-0LIsJlp;ILLUMINA;Paired;;NA	ND	ND/Others	Zoo Animal	2019				South America	Brazil	São Paulo	São Paulo	Sao Paulo				LAMAB	Escherichia coli					ExPEC								2019-06-11	2019-06-11	ESC_NA0895AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_NA1391AA		ERR3372668;ILLUMINA;Paired;508;ERX3396820																Wellcome Sanger Institute	Escherichia coli								PRJEB23294	ERP105033		SAMEA4607670	ERS2428366	2019-06-16	2019-06-15	ESC_NA1391AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_NA1648AA	CRE18112-7	traces-0hCgxsn;ILLUMINA;Paired;;NA				2018												Animal Disease Prevention and Food Safety Key Laboratory of Sichuan Province														2019-06-16	2019-06-16	ESC_NA1648AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_NA4293AA	PSU-1917	SRR9646367;ILLUMINA;Paired;500;SRX6408168	Livestock	Swine	Pig, (Porcine)	2001				North America	United States	Minnesota						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN12219804	SRS5065648	2019-07-11	2019-07-05	ESC_NA4293AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_NA4598AA		ERR3426082;ILLUMINA;Paired;450;ERX3449519																Wellcome Sanger Institute	Escherichia coli								PRJEB26677	ERP108684		SAMEA4672947	ERS2493556	2019-07-11	2019-07-10	ESC_NA4598AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
